"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_01438",744,393,355,500,642,477,412,855,454,709,863,818
"1617.00_01439",231,81,72,122,121,97,65,159,104,132,246,235
"1617.00_01440",1074,744,599,919,912,737,538,1306,830,1019,1185,1109
"1617.00_01441",10367,6423,3893,5355,6519,5050,4326,8970,5445,7604,9335,9473
"1617.00_01442",5676,4313,3837,4267,5556,4534,3606,6930,3984,5984,5663,5473
"1617.00_01443",750,275,189,304,335,309,252,446,258,377,530,601
"1617.00_01444",2463,1248,1126,1907,1781,1365,1130,2416,1386,1953,2828,3148
"1617.00_01445",572,184,223,335,353,313,228,475,276,432,516,625
"1617.00_01446",1331,608,381,562,602,620,485,859,551,764,1013,1034
"1617.00_01447",30,1,10,24,23,21,23,28,21,36,44,48
"1617.00_01448",707,358,289,457,428,443,330,562,366,510,564,564
"1617.00_01449",1752,758,607,896,903,998,741,1234,816,1113,1418,1479
"1617.00_01450",5168,1954,1405,2158,2256,2103,1600,3234,1885,2823,4603,4718
"1617.00_01451",3380,2200,1444,2041,2442,1706,1286,3267,1990,2775,3366,3308
"1617.00_01452",2467,1134,781,1229,1321,1120,909,1787,1066,1541,2451,2760
"1617.00_01453",840,509,313,470,455,336,284,591,370,524,871,861
"1617.00_01454",794,379,260,405,452,345,297,577,334,459,775,851
"1617.00_01455",375,108,98,200,219,182,162,271,139,216,345,446
"1617.00_01456",105,36,48,41,51,43,61,85,62,98,129,178
"1617.00_01457",984,351,462,681,638,626,512,858,561,714,1111,1116
"1617.00_01458",1188,498,443,670,766,573,488,1157,619,874,1407,1450
"1617.00_01459",410,249,134,287,235,221,156,324,194,289,454,485
"1617.00_01460",63,21,37,37,57,39,36,55,40,72,83,75
"1617.00_01461",61,14,26,48,39,42,48,72,52,57,70,80
"1617.00_01462",179,89,103,214,207,126,99,268,135,180,241,206
"1617.00_01463",203,174,121,269,235,188,138,295,143,194,261,252
"1617.00_01464",204,201,173,338,268,265,165,310,222,268,368,310
"1617.00_01465",105,50,40,82,72,62,48,91,54,67,112,130
"1617.00_01466",210,144,94,156,160,120,82,192,122,145,220,209
"1617.00_01467",27,23,18,29,31,34,20,47,27,22,37,41
"1617.00_01468",917,350,315,530,610,445,426,848,483,762,1179,1336
"1617.00_01469",149,21,57,81,88,87,74,160,76,128,168,185
"1617.00_01470",378,238,124,199,217,150,118,344,189,225,369,405
"1617.00_01471",1370,1246,581,842,1080,797,601,1549,879,1253,1179,1065
"1617.00_01472",108,49,44,66,83,57,35,100,55,81,128,126
"1617.00_01473",99,47,40,60,81,47,34,92,51,69,99,105
"1617.00_01474",367,155,108,187,197,157,127,288,189,232,272,305
"1617.00_01475",7,12,2,6,6,5,3,8,7,8,8,3
"1617.00_01476",20,12,13,20,17,17,8,16,13,20,33,30
"1617.00_01477",450,353,209,395,371,325,200,485,289,372,490,466
"1617.00_01478",7,4,3,6,5,1,3,5,6,7,5,11
"1617.00_01479",104,36,33,50,55,38,30,58,37,41,96,104
"1617.00_01480",29,24,23,26,26,28,21,27,38,33,24,20
"1617.00_01481",8,31,30,35,35,42,28,44,17,37,26,13
"1617.00_01482",590,828,384,510,601,507,287,747,528,717,572,560
"1617.00_01483",1151,1471,594,714,1020,747,537,1284,942,1369,883,944
"1617.00_01484",69,172,94,78,122,85,56,122,81,77,68,57
"1617.00_01485",1,7,5,12,10,3,4,9,5,6,3,6
"1617.00_01486",12,12,6,6,18,10,8,17,11,13,10,4
"1617.00_01487",6,16,1,5,7,5,3,9,1,13,5,7
"1617.00_01488",27,36,11,14,24,21,19,23,19,29,14,17
"1617.00_01489",2,0,2,6,5,5,2,1,2,4,2,1
"1617.00_01490",752,803,669,505,949,788,481,949,656,884,398,370
"1617.00_01491",560,136,90,180,187,196,141,315,233,344,413,533
"1617.00_01492",217,68,65,152,155,124,91,193,100,152,242,256
"1617.00_01493",308,198,154,201,223,172,154,285,161,222,285,303
"1617.00_01494",185,136,105,166,187,138,111,228,119,192,242,237
"1617.00_01495",96,52,46,76,61,50,47,85,65,93,132,136
"1617.00_01496",17,4,3,11,9,10,9,18,13,9,8,19
"1617.00_01497",4,5,4,3,8,5,3,6,2,1,1,4
"1617.00_01498",6,1,2,3,1,4,1,5,0,1,3,6
"1617.00_01499",2,2,2,4,10,5,2,3,4,2,9,7
"1617.00_01500",3,6,2,1,0,4,0,6,3,1,0,3
"1617.00_01501",323,122,154,232,243,203,123,314,171,266,326,336
"1617.00_01502",57,54,30,76,57,57,35,83,31,61,99,73
"1617.00_01503",59,19,33,40,71,39,29,64,36,52,53,66
"1617.00_01504",1088,663,713,1972,1126,982,699,1227,788,1189,2114,2005
"1617.00_01505",5199,4147,3009,5017,5130,4067,3209,6568,3912,5988,6178,6087
"1617.00_01506",433,355,197,343,357,311,214,451,269,408,397,378
"1617.00_01507",187,10,224,319,279,379,299,475,291,302,213,207
"1617.00_01509",398,429,323,284,483,468,316,559,346,459,289,302
"1617.00_01510",226,207,156,182,229,191,134,310,212,295,191,204
"1617.00_01511",1293,730,415,726,817,544,464,1161,655,926,1543,1518
"1617.00_01512",1232,179,913,1178,1158,1646,1165,1828,1109,1193,1260,1083
"1617.00_01515",399,39,130,228,222,199,153,315,232,261,269,265
"1617.00_01516",32,37,18,30,35,16,20,39,28,39,34,45
"1617.00_01517",49,19,25,35,56,40,29,46,29,50,43,35
"1617.00_01518",4,2,2,4,3,4,5,6,3,6,3,6
"1617.00_01519",57,126,69,87,90,75,60,111,79,94,66,58
"1617.00_01520",36,35,30,39,46,46,27,47,21,40,47,42
"1617.00_01521",158,113,112,229,186,177,96,204,134,188,218,197
"1617.00_01522",32,10,8,18,20,15,16,25,12,28,28,21
"1617.00_01523",408,165,139,198,218,171,151,295,203,249,411,443
"1617.00_01524",1323,1329,747,1222,1124,1033,756,1313,894,1066,1259,1271
"1617.00_01525",162,107,91,166,187,116,79,192,104,180,227,183
"1617.00_01526",2389,1620,667,1263,1271,791,633,1800,1016,1473,2209,2234
"1617.00_01527",2300,992,564,1183,1138,793,587,1547,972,1347,2361,2163
"1617.00_01528",11133,8190,4174,7472,7353,5874,4583,9818,5585,8527,12365,12088
"1617.00_01529",6617,5115,3412,5813,5743,4261,3365,7280,4648,6694,7713,6693
"1617.00_01530",182,95,75,66,131,82,47,153,111,117,186,213
"1617.00_01531",51,51,33,34,54,38,33,59,34,73,47,53
"1617.00_01532",104,22,25,45,46,47,50,70,34,51,84,97
"1617.00_01533",37,17,35,68,56,37,40,71,34,42,47,56
"1617.00_01534",50,21,27,54,38,49,27,81,34,41,44,57
"1617.00_01535",62,12,34,56,46,29,25,70,43,55,71,69
"1617.00_01536",154,124,79,113,153,82,48,202,109,143,150,171
"1617.00_01537",611,548,345,342,547,399,327,705,405,497,517,509
"1617.00_01538",27,24,12,15,14,19,11,18,17,18,13,24
"1617.00_01539",14,6,9,15,20,12,18,19,14,14,31,18
"1617.00_01540",14,4,17,10,16,14,11,20,7,18,28,25
"1617.00_01541",100,79,111,135,135,151,85,150,96,113,108,109
"1617.00_01542",227,128,96,97,163,94,126,182,92,160,241,289
"1617.00_01543",341,278,120,147,223,152,141,291,205,295,280,277
"1617.00_01544",77,26,31,57,55,33,40,65,43,67,78,68
"1617.00_01545",212,146,108,180,196,142,116,207,158,193,209,218
"1617.00_01546",257,148,94,156,192,156,113,252,132,204,208,235
"1617.00_01547",96,25,25,45,52,37,38,97,37,52,107,81
"1617.00_01548",16,7,9,22,12,12,13,24,8,18,22,23
"1617.00_01549",17,10,14,22,24,21,20,38,20,31,35,26
"1617.00_01550",11,5,3,12,7,1,6,8,3,11,15,15
"1617.00_01551",13,2,1,5,7,7,3,5,7,15,10,19
"1617.00_01552",24,14,5,14,29,17,9,23,20,15,26,36
"1617.00_01553",6,0,5,9,13,5,12,13,8,12,16,14
"1617.00_01554",11,16,19,22,22,27,13,32,18,20,28,36
"1617.00_01555",2,0,1,1,0,0,1,3,0,2,0,4
"1617.00_01556",1,1,1,1,1,0,3,2,1,0,1,1
"1617.00_01557",0,1,0,0,1,1,1,3,5,1,2,2
"1617.00_01559",5,3,5,5,6,6,8,11,4,4,7,3
"1617.00_01560",3,1,3,4,1,0,0,5,1,2,1,3
"1617.00_01561",1,1,0,2,0,1,0,1,1,1,4,0
"1617.00_01562",4,0,1,2,1,0,0,4,0,3,4,2
"1617.00_01563",5,1,0,0,2,2,1,2,0,0,2,5
"1617.00_01564",3,4,0,2,1,3,1,2,0,3,1,0
"1617.00_01565",1920,581,544,698,908,714,613,1213,694,985,1896,1992
"1617.00_01566",1276,714,507,1042,803,699,490,1047,585,878,1648,1520
"1617.00_01567",1022,346,301,728,447,418,303,567,362,478,1370,1452
"1617.00_01568",38,10,14,37,26,31,17,28,18,18,36,32
"1617.00_01569",146,140,57,101,96,72,53,147,57,121,138,139
"1617.00_01570",47,23,41,46,65,52,39,64,41,39,65,71
"1617.00_01571",217,158,118,161,260,199,113,240,157,221,214,220
"1617.00_01572",75,29,31,49,43,53,29,65,48,57,75,70
"1617.00_01573",92,115,86,96,114,93,59,120,83,96,103,88
"1617.00_01574",454,239,238,320,367,317,209,436,246,355,446,454
"1617.00_01575",305,152,176,299,269,234,173,293,187,266,395,349
"1617.00_01576",81,51,44,70,59,53,46,85,28,60,77,103
"1617.00_01577",190,93,165,170,208,215,160,260,169,215,197,200
"1617.00_01578",411,381,279,261,327,402,254,401,243,326,245,259
"1617.00_01579",770,404,212,93,421,310,233,517,314,511,155,126
"1617.00_01580",947,310,351,523,604,473,438,833,432,676,1050,1161
"1617.00_01581",1598,700,550,896,985,804,603,1381,771,1064,1546,1691
"1617.00_01582",408,252,275,573,419,440,259,548,313,439,603,589
"1617.00_01583",820,554,356,478,614,439,322,864,474,628,792,681
"1617.00_01585",7,3,5,3,5,4,4,6,3,5,6,4
"1617.00_01586",0,1,0,1,0,2,0,0,2,3,0,1
"1617.00_01587",2,0,1,0,1,0,2,1,0,3,2,0
"1617.00_01588",0,0,2,3,2,1,0,2,1,1,0,1
"1617.00_01589",12,14,9,3,15,6,6,12,6,15,14,25
"1617.00_01590",10,12,11,13,15,7,9,17,6,13,13,13
"1617.00_01591",1,0,0,3,0,1,1,3,0,1,2,1
"1617.00_01592",1,1,0,0,3,1,2,2,0,1,9,0
"1617.00_01593",0,6,4,5,2,3,1,3,2,4,7,7
"1617.00_01594",15,14,14,19,24,17,11,28,6,14,18,27
"1617.00_01595",13,4,13,13,15,8,4,20,15,10,31,10
"1617.00_01596",108,25,33,54,43,57,48,88,46,74,106,126
"1617.00_01597",358,166,138,202,233,155,148,304,200,238,371,385
"1617.00_01598",347,232,79,107,151,81,75,228,138,179,211,262
"1617.00_01599",288,188,123,182,154,191,144,262,204,190,239,270
"1617.00_01600",110,50,56,65,73,79,45,115,61,83,106,101
"1617.00_01601",482,374,276,268,522,323,267,600,350,458,434,463
"1617.00_01602",624,95,112,22,199,202,124,314,180,285,74,89
"1617.00_01603",264,38,57,9,74,74,51,120,76,114,28,35
"1617.00_01604",1309,1077,622,1136,1002,844,564,1387,818,1155,1595,1504
"1617.00_01605",541,232,152,329,292,256,145,427,247,296,583,605
"1617.00_01606",74,104,70,77,93,94,80,106,89,113,85,73
"1617.00_01608",557,1409,489,767,794,803,521,835,567,754,562,503
"1617.00_01609",9,10,5,8,12,12,6,10,6,6,9,8
"1617.00_01610",104,116,87,62,104,115,65,146,117,108,60,71
"1617.00_01611",103,75,70,84,107,116,72,129,81,111,116,107
"1617.00_01612",16,7,2,12,5,9,9,15,5,5,9,11
"1617.00_01613",1,0,2,2,0,3,1,2,1,0,4,3
"1617.00_01614",10,5,2,6,8,5,6,7,8,3,4,5
"1617.00_01615",303,372,345,243,378,503,332,440,282,386,161,179
"1617.00_01616",125,166,60,237,104,129,105,146,80,151,192,212
"1617.00_01617",367,320,320,569,626,461,359,641,403,551,465,400
"1617.00_01618",333,281,146,256,264,224,152,322,224,239,342,333
"1617.00_01619",120,116,54,118,93,103,74,132,60,103,117,124
"1617.00_01620",124,102,65,143,126,108,102,164,82,107,138,158
"1617.00_01621",12,7,9,4,12,7,4,8,17,4,11,13
"1617.00_01622",13,7,2,13,2,5,4,6,6,7,11,10
"1617.00_01623",99,67,43,72,67,57,55,86,49,53,74,104
"1617.00_01624",23,7,6,19,11,17,8,15,14,12,11,9
"1617.00_01625",16,11,4,26,4,6,8,13,14,9,14,7
"1617.00_01626",34,26,15,50,22,27,40,26,14,19,38,29
"1617.00_01627",73,27,36,75,51,55,64,55,22,43,47,43
"1617.00_01628",118,58,53,117,62,87,108,93,63,75,95,94
"1617.00_01629",50,23,9,34,13,28,33,27,11,17,28,29
"1617.00_01630",4,1,3,10,4,10,3,10,5,4,4,7
"1617.00_01631",35,24,13,39,13,43,37,21,17,22,34,40
"1617.00_01632",3,0,6,8,5,10,7,5,2,2,6,6
"1617.00_01634",477,1059,503,596,734,728,475,707,567,761,430,429
"1617.00_01635",27,24,16,26,20,34,17,20,15,25,24,26
"1617.00_01636",35,34,24,36,19,28,15,45,28,47,40,29
"1617.00_01637",107,133,233,413,258,355,180,333,150,221,210,187
"1617.00_01638",25,22,15,27,24,25,24,26,12,30,37,31
"1617.00_01639",31,18,10,18,28,7,14,24,17,23,21,32
"1617.00_01640",40,20,18,43,35,28,22,25,17,34,54,39
"1617.00_01641",14,18,8,18,9,12,12,18,8,5,29,24
"1617.00_01642",14,6,6,17,5,14,2,10,4,7,22,16
"1617.00_01643",12,4,10,14,8,10,7,8,6,7,24,15
"1617.00_01644",31,26,11,32,11,31,10,27,13,14,27,17
"1617.00_01645",15,8,10,22,5,12,6,11,10,9,16,9
"1617.00_01646",56,135,57,188,76,111,78,99,58,96,109,115
"1617.00_01647",776,737,425,494,672,575,365,852,569,720,671,647
"1617.00_01648",47,57,20,91,31,59,55,50,24,45,73,97
"1617.00_01649",139,93,37,217,93,95,80,99,61,73,206,216
"1617.00_01650",158,66,54,262,84,140,114,119,67,94,287,274
"1617.00_01651",144,104,62,213,77,120,92,95,57,82,234,238
"1617.00_01652",29,10,13,36,21,21,29,32,25,18,56,50
"1617.00_01653",6,8,3,14,9,12,8,6,7,9,22,20
"1617.00_01654",33,17,16,30,15,24,23,22,19,21,32,34
"1617.00_01655",6,2,2,2,1,3,0,2,0,2,1,5
"1617.00_01656",263,222,115,167,202,167,125,253,154,213,219,236
"1617.00_01657",1451,470,309,479,536,395,381,827,466,657,1338,1518
"1617.00_01658",737,208,192,290,325,296,243,527,261,426,741,820
"1617.00_01659",403,157,98,223,216,182,161,326,219,270,478,577
"1617.00_01660",461,390,259,384,425,386,265,520,320,381,483,458
"1617.00_01661",13,7,10,9,13,22,10,20,17,19,11,21
"1617.00_01662",28,45,40,85,52,52,31,66,38,50,43,38
"1617.00_01663",121,29,69,128,86,82,60,101,76,112,142,116
"1617.00_01664",1237,543,367,678,650,533,405,907,550,905,1219,1255
"1617.00_01665",1490,569,594,1096,1015,847,684,1307,810,1068,1648,1617
"1617.00_01666",581,351,213,323,316,308,237,492,283,395,649,688
"1617.00_01667",1156,429,393,562,635,528,464,880,521,739,1118,1316
"1617.00_01668",825,431,252,458,450,455,316,683,404,495,856,884
"1617.00_01669",730,285,273,442,463,445,302,606,359,476,772,810
"1617.00_01670",944,406,336,530,597,426,372,813,521,690,953,1045
"1617.00_01671",921,713,792,969,1244,938,893,1642,916,1258,1007,964
"1617.00_01672",67,20,35,22,52,54,34,65,34,45,42,43
"1617.00_01673",802,525,435,631,707,603,412,877,544,716,727,771
"1617.00_01674",315,293,215,340,330,265,145,344,218,296,424,431
"1617.00_01675",305,228,150,184,222,219,145,281,165,228,293,311
"1617.00_01676",247,72,66,91,106,109,85,142,77,110,218,305
"1617.00_01677",75,33,24,51,36,32,20,51,21,36,91,53
"1617.00_01678",132,65,45,36,59,42,38,94,39,55,130,192
"1617.00_01679",181,46,56,96,107,93,109,192,74,114,265,303
"1617.00_01680",132,41,38,59,59,51,45,85,79,58,143,212
"1617.00_01681",483,220,168,382,299,236,163,416,242,323,656,614
"1617.00_01682",752,213,172,341,304,223,190,430,270,316,768,830
"1617.00_01683",1144,396,251,513,418,328,311,716,401,493,1295,1460
"1617.00_01684",450,69,121,266,204,193,151,332,198,257,641,687
"1617.00_01685",173,80,95,102,106,115,113,189,92,139,255,232
"1617.00_01686",968,982,556,726,981,834,615,1318,772,1140,906,1004
"1617.00_01687",13,7,4,8,6,3,6,20,3,11,6,18
"1617.00_01688",561,464,265,510,456,374,222,587,321,415,663,668
"1617.00_01689",59,19,38,46,47,50,53,68,29,63,65,75
"1617.00_01690",305,200,180,268,262,268,196,306,182,272,290,255
"1617.00_01691",14,5,6,4,7,6,4,7,4,4,16,19
"1617.00_01692",5,0,1,1,2,1,0,1,0,4,0,2
"1617.00_01693",2,0,1,0,2,1,1,2,0,0,1,3
"1617.00_01694",3,3,1,3,3,1,4,4,1,8,1,0
"1617.00_01695",11,9,6,17,8,10,7,18,13,7,16,26
"1617.00_01696",98,32,50,121,68,66,50,95,45,79,173,141
"1617.00_01697",10,2,9,9,17,15,6,19,5,18,11,13
"1617.00_01698",16,2,3,8,6,9,7,5,8,1,9,17
"1617.00_01699",4,1,1,2,8,1,1,4,1,2,2,3
"1617.00_01700",6,4,4,3,3,3,4,2,6,8,7,9
"1617.00_01701",12,3,4,14,9,5,6,5,7,1,10,6
"1617.00_01702",25,17,39,55,35,43,35,52,38,39,48,48
"1617.00_01703",114,60,57,77,79,49,36,91,63,79,98,89
"1617.00_01704",3956,2111,1416,1598,2560,1757,1286,3505,1929,2777,2875,2765
"1617.00_01705",125,27,28,766,43,144,79,41,36,35,1359,1236
"1617.00_01706",525,437,454,517,670,584,439,838,522,672,482,450
"1617.00_01707",115,48,58,79,98,62,51,107,77,109,141,163
"1617.00_01708",81,27,34,46,41,37,25,53,39,45,77,89
"1617.00_01709",174,91,86,140,103,105,72,150,89,116,200,220
"1617.00_01710",506,160,161,50,290,241,223,405,260,315,104,103
"1617.00_01711",124,118,72,79,103,86,81,148,99,97,118,98
"1617.00_01712",96,42,58,79,100,75,47,116,74,88,104,106
"1617.00_01713",139,90,76,170,122,113,77,135,97,128,198,196
"1617.00_01714",40,29,12,20,30,17,20,33,21,53,35,23
"1617.00_01715",155,83,77,65,100,145,83,156,108,126,55,76
"1617.00_01716",89,47,46,46,53,49,44,123,57,80,102,118
"1617.00_01717",239,92,78,83,164,100,88,192,111,172,191,250
"1617.00_01718",188,26,66,69,99,87,66,134,88,110,163,195
"1617.00_01719",857,292,213,376,389,299,238,590,346,552,795,1004
"1617.00_01720",1327,742,971,1144,1385,1181,877,1745,1010,1537,1302,1344
"1617.00_01721",1213,479,423,678,641,566,450,906,521,732,1154,1121
"1617.00_01722",1477,592,406,664,705,692,542,1026,565,886,1412,1621
"1617.00_01723",237,68,69,109,112,104,82,158,90,170,246,255
"1617.00_01724",1413,532,355,630,655,636,399,855,547,809,1286,1401
"1617.00_01725",2546,1058,779,1326,1352,1182,872,1614,1107,1556,2421,2481
"1617.00_01726",2494,1175,1304,1975,1969,1917,1417,2473,1538,2396,2755,2536
"1617.00_01727",35,23,17,24,28,23,22,49,17,19,37,32
"1617.00_01728",106,36,27,34,51,49,42,57,54,58,84,92
"1617.00_01729",541,208,149,196,257,191,174,395,221,304,551,686
"1617.00_01730",94,71,50,79,95,60,54,92,55,81,78,62
"1617.00_01731",130,57,109,251,191,223,148,249,129,145,177,159
"1617.00_01732",2001,3257,2386,3059,3183,3201,1962,3589,2325,3066,2478,2126
"1617.00_01733",82,36,52,71,58,40,36,83,57,72,87,96
"1617.00_01734",288,143,141,169,240,205,168,314,186,235,326,358
"1617.00_01735",362,479,359,450,512,468,299,562,370,451,373,307
"1617.00_01736",84,43,40,53,64,61,40,83,56,84,93,100
"1617.00_01737",1010,752,594,869,864,829,580,1030,604,858,970,883
"1617.00_01738",1916,1420,985,1465,1772,1423,1097,2299,1269,1942,1851,1792
"1617.00_01739",54,32,48,50,41,45,25,57,42,37,51,43
"1617.00_01740",256,228,115,257,179,199,119,263,152,223,231,239
"1617.00_01741",412,382,259,371,422,321,222,501,278,431,415,409
"1617.00_01742",70,180,90,150,124,140,85,140,93,126,83,95
"1617.00_01743",25,39,14,20,28,27,8,33,32,26,14,23
"1617.00_01744",417,682,322,430,463,587,340,603,488,611,332,364
"1617.00_01745",11858,7490,3117,4409,5577,4040,3223,7419,4597,6956,9526,9657
"1617.00_01746",16194,12032,8938,10972,12654,12139,8947,16668,10258,14739,15068,14650
"1617.00_01747",6244,7071,3904,4698,5596,4858,3614,7204,4439,6944,6412,6358
"1617.00_01748",8785,6032,5567,7295,8619,7203,5628,10797,6305,9149,9286,8941
"1617.00_01749",475,182,119,131,207,148,146,270,158,250,434,534
"1617.00_01750",3119,1381,1463,2662,2663,2019,1651,3138,1797,2433,3571,3581
"1617.00_01751",5453,2599,4037,7246,6343,5537,3885,6987,4830,5842,6360,5984
"1617.00_01752",85,21,29,69,66,59,56,64,35,63,95,96
"1617.00_01753",338,173,113,270,233,191,126,252,148,193,402,364
"1617.00_01754",241,73,59,115,110,97,89,173,87,136,189,230
"1617.00_01755",251,143,174,197,285,250,170,363,213,247,268,230
"1617.00_01756",719,835,654,757,1019,875,604,1119,827,1091,741,720
"1617.00_01757",461,155,160,255,208,225,187,340,208,318,434,479
"1617.00_01758",113,64,81,130,113,91,66,168,89,125,139,130
"1617.00_01759",243,58,43,100,83,74,76,144,108,112,284,266
"1617.00_01760",359,291,116,229,213,166,130,271,163,246,370,388
"1617.00_01761",2322,1079,1022,1214,1547,1290,1069,2010,1215,1656,2063,2285
"1617.00_01762",17,15,20,31,21,13,12,29,23,21,24,33
"1617.00_01763",5,2,1,3,0,0,0,3,1,4,1,2
"1617.00_01764",2,5,4,1,4,2,4,6,3,4,9,5
"1617.00_01765",12,11,8,9,11,15,11,22,14,12,15,11
"1617.00_01766",3,2,6,1,6,6,2,8,3,4,6,6
"1617.00_01767",9,16,11,24,19,16,12,19,20,14,7,6
"1617.00_01768",91,182,111,109,152,101,66,154,101,130,57,82
"1617.00_01769",9,1,2,4,5,5,4,9,4,5,9,10
"1617.00_01770",6,1,1,2,10,4,4,3,5,3,3,8
"1617.00_01771",133,52,39,45,61,36,27,79,40,79,123,126
"1617.00_01772",9,5,2,7,9,10,5,11,5,16,14,14
"1617.00_01773",4,3,0,5,6,5,2,8,7,3,3,4
"1617.00_01774",2,5,5,6,6,3,3,3,4,7,5,5
"1617.00_01775",7,18,8,7,16,5,4,15,8,11,5,7
"1617.00_01776",211,82,141,327,258,228,157,298,185,245,375,331
"1617.00_01777",456,159,108,132,208,182,150,262,176,229,273,284
"1617.00_01778",96,56,58,37,74,73,44,96,51,108,68,67
"1617.00_01779",714,484,367,1362,782,581,314,1044,624,840,1617,1678
"1617.00_01780",177,177,104,182,138,161,119,159,110,162,225,183
"1617.00_01781",576,411,293,537,440,491,354,553,329,511,699,721
"1617.00_01782",338,215,190,310,259,234,165,325,161,280,428,452
"1617.00_01783",371,200,141,293,224,219,161,314,178,270,505,576
"1617.00_01784",305,232,120,211,192,183,115,243,163,192,333,333
"1617.00_01785",184,167,79,134,133,111,63,130,92,140,178,188
"1617.00_01786",606,753,474,850,655,560,355,766,444,652,751,822
"1617.00_01787",84415,101991,127654,173924,157946,180316,121841,192510,107014,143123,115655,105323
"1617.00_01788",7265,4698,2472,4653,4688,3206,2486,6638,3845,5551,8256,8087
"1617.00_01789",719,1078,1159,1759,1486,1831,1204,1842,1033,1564,1128,970
"1617.00_01790",33,57,42,28,66,47,28,34,25,21,27,15
"1617.00_01791",78,148,79,49,114,62,33,68,49,61,59,57
"1617.00_01792",20,27,18,9,30,14,9,20,11,11,15,12
"1617.00_01793",13,26,12,13,28,14,6,15,8,12,9,18
"1617.00_01794",28,70,30,49,59,34,16,43,26,40,41,53
"1617.00_01795",32,17,17,19,30,9,11,16,16,19,23,27
"1617.00_01796",1054,1416,717,843,1101,903,659,1269,798,1169,954,981
"1617.00_01797",668,1659,805,1084,1096,972,630,1268,832,1125,746,676
"1617.00_01798",8,0,8,6,20,21,21,15,12,27,15,13
"1617.00_01799",33,4,73,83,77,99,69,101,67,90,59,54
"1617.00_01800",1294,1111,683,1277,982,885,646,1231,712,1076,1393,1437
"1617.00_01801",234,165,183,259,252,220,163,352,217,240,266,305
"1617.00_01802",949,848,608,863,943,809,590,1199,757,1007,873,770
"1617.00_01803",2892,2174,1460,4254,2514,1855,1378,2938,1671,2683,6028,5454
"1617.00_01804",32,12,20,34,21,24,18,30,18,39,47,63
"1617.00_01805",38,19,32,42,55,36,35,45,37,46,41,52
"1617.00_01806",644,303,349,229,540,450,350,700,426,577,356,390
"1617.00_01807",61,31,142,316,235,260,168,289,107,216,193,161
"1617.00_01808",60,21,32,46,37,40,30,69,37,61,85,82
"1617.00_01809",2320,3070,2018,1500,3001,2866,2128,3072,2109,2906,1206,1045
"1617.00_01810",667,939,489,608,877,598,354,1048,578,855,552,543
"1617.00_01811",775,350,653,1004,952,773,590,1244,764,958,986,1031
"1617.00_01812",109,48,71,91,98,93,51,110,70,84,137,154
"1617.00_01813",107,53,28,58,73,62,43,91,60,59,105,128
"1617.00_01814",251,216,101,172,187,151,90,262,154,166,280,248
"1617.00_01815",128,54,39,70,69,46,38,88,53,64,144,143
"1617.00_01816",37,21,20,28,30,24,20,50,22,33,61,42
"1617.00_01817",296,409,295,205,384,438,242,448,284,349,184,149
"1617.00_01818",436,279,206,277,310,271,203,391,213,308,443,441
"1617.00_01819",196,132,127,235,143,154,108,179,98,134,287,275
"1617.00_01820",57,32,31,52,55,36,30,71,38,48,76,90
"1617.00_01821",112,61,34,45,57,52,44,78,42,87,72,117
"1617.00_01822",73,52,43,64,67,60,55,82,62,80,80,70
"1617.00_01823",3165,3373,2509,3322,3623,3118,2115,4066,3003,3664,2889,2599
"1617.00_01824",2356,3263,1855,2640,3027,2198,1785,3138,1936,2778,2436,2292
